latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.37949,-117.74638,367,0.34,0.56,11-09-2024,1020,N20,VIIRS,h,2,290.67,4.65,N,0
34.37863,-117.74298,343.59,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,291.44,4.14,N,0
34.37766,-117.73911,323.08,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,289.5,4.14,N,0
34.37668,-117.73526,329.11,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,290.59,5.75,N,0
34.3757,-117.73137,367,0.34,0.56,11-09-2024,1020,N20,VIIRS,h,2,294.62,5.75,N,0
34.37477,-117.72769,367,0.34,0.56,11-09-2024,1020,N20,VIIRS,h,2,298.58,5.16,N,0
34.35973,-117.66819,321.9,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.26,2.06,N,0
34.35654,-117.65559,334.03,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,293.52,5.07,N,0
34.3555,-117.65148,341.42,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,294.71,5.07,N,0
34.36946,-117.71782,309.56,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,288.22,3.96,N,0
34.35044,-117.72865,306.85,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,290.01,3.06,N,0
34.33851,-117.68048,313.76,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.41,1.87,N,0
34.33777,-117.67749,313.19,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288,2.2,N,0
34.33704,-117.67455,309.46,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.37,2.2,N,0
34.3363,-117.67156,314.4,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,286.92,1.92,N,0
34.33554,-117.66852,311.3,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,286.64,1.92,N,0
34.33475,-117.66532,313.16,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.64,1.74,N,0
34.33394,-117.66206,309.98,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287,1.74,N,0
34.33226,-117.6553,312.06,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.47,3.77,N,0
34.32582,-117.65132,321.31,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.42,2.88,N,0
34.32511,-117.64847,336.04,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.32,5.2,N,0
34.32436,-117.64547,330.29,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288,5.2,N,0
34.32361,-117.64244,336.11,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.11,4.23,N,0
34.35184,-117.75634,308.11,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,286.98,1.43,N,0
34.35006,-117.74911,303.09,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,289.51,1.43,N,0
34.34136,-117.71391,305.94,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,287.95,3.14,N,0
34.34066,-117.71113,312.66,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,287.3,2.08,N,0
34.33994,-117.70821,312.76,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,286.32,2.08,N,0
34.33919,-117.7052,307.39,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,287.95,2.9,N,0
34.33342,-117.68191,305.9,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,285.71,1.87,N,0
34.32654,-117.65421,317.58,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.86,2.88,N,0
34.32279,-117.63916,300.39,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,283.76,4.23,N,0
34.32273,-117.66084,326.2,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.98,4.87,N,0
34.32201,-117.65796,327.32,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.6,2.38,N,0
34.32128,-117.65502,327,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.41,2.38,N,0
34.34581,-117.75388,304.15,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,284.09,1,N,0
34.34379,-117.7457,312.2,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,288.53,1.66,N,0
34.33303,-117.7023,304.95,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,284.4,0.9,N,0
34.33225,-117.69914,309.57,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,286,0.9,N,0
34.33055,-117.6923,305.43,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,284.6,2.11,N,0
34.32959,-117.68844,304.56,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,284.96,2.17,N,0
34.31921,-117.66862,340.88,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,283.22,8.51,N,0
34.31852,-117.66582,367,0.35,0.57,11-09-2024,1020,N20,VIIRS,h,2,289.5,4.87,N,0
34.3396,-117.75067,308.47,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,284.01,1.66,N,0
34.32126,-117.67685,306.24,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,284.16,1.56,N,0
34.31781,-117.663,310.04,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,284.05,4.87,N,0
34.3171,-117.66013,306.78,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,283.14,2.38,N,0
34.31053,-117.65566,353.97,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,283.76,8.08,N,0
34.30983,-117.65288,340.44,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,285.21,8.08,N,0
34.33548,-117.75593,309.15,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,283.62,6.49,N,0
34.28238,-117.7823,326.77,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,289.6,13.37,N,0
34.28121,-117.77768,367,0.34,0.56,11-09-2024,1020,N20,VIIRS,h,2,301.27,13.37,N,0
34.28027,-117.77396,347.09,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,308.78,11.72,N,0
34.25692,-117.68139,320.14,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,292.13,2.88,N,0
34.27927,-117.76997,317.74,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,291.15,11.72,N,0
34.25867,-117.68832,307.77,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.14,2.13,N,0
34.25776,-117.68473,312.21,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,291.22,2.88,N,0
34.25412,-117.67031,309.34,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,286.52,3.24,N,0
34.25316,-117.66651,315.97,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.81,3.28,N,0
34.24992,-117.65372,300.28,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,284.96,1.78,N,0
34.2484,-117.6477,316.76,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.09,1.12,N,0
34.24413,-117.65247,324.75,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.41,3.38,N,0
34.27738,-117.78404,301.78,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,289.01,0.96,N,0
34.27647,-117.78041,313.67,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,290.18,0.96,N,0
34.2756,-117.77699,311.63,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,290.32,1.86,N,0
34.2736,-117.76904,303.06,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,290.23,1.56,N,0
34.25315,-117.6881,313,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,292.4,4.13,N,0
34.25238,-117.68505,309.14,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,291.75,3.93,N,0
34.25106,-117.67986,319.43,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290,3.89,N,0
34.27176,-117.78326,310.78,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,289.38,0.96,N,0
34.27096,-117.7801,307.8,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,289,1.86,N,0
34.28432,-117.77885,367,0.34,0.56,11-09-2024,1020,N20,VIIRS,h,2,295.04,13.24,N,0
34.28325,-117.7744,354.84,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,307.93,13.24,N,0
34.2822,-117.7701,345.32,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,303.45,9.43,N,0
34.26075,-117.68274,334.03,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,291.79,2.78,N,0
34.25986,-117.67913,335.08,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,294.85,2.78,N,0
34.25774,-117.67056,330.07,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.26,2.48,N,0
34.25697,-117.66743,332.33,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,292.65,2.48,N,0
34.25613,-117.66404,322.54,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.46,1.57,N,0
34.28094,-117.76495,303.52,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,288.4,9.43,N,0
34.2713,-117.72567,301.87,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,288.9,0.97,N,0
34.26779,-117.71139,305.63,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.25,1.48,N,0
34.26168,-117.68654,304.77,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.95,1.28,N,0
34.25912,-117.67612,304.61,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.46,2.8,N,0
34.25523,-117.66035,300.79,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.49,1.57,N,0
34.253,-117.65127,299.21,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,285.61,1.02,N,0
34.27925,-117.78022,333.42,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,291.13,13.24,N,0
34.27831,-117.77638,319.05,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,291.84,13.24,N,0
34.27749,-117.77305,307,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,288.49,9.43,N,0
34.26664,-117.72881,303.53,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,292.15,0.97,N,0
34.25692,-117.68935,308.18,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.28,1.28,N,0
34.25602,-117.68569,311.07,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,292.07,1.28,N,0
34.25525,-117.68252,310.14,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,291.68,2.78,N,0
34.25169,-117.66811,300.79,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,285.29,2.48,N,0
34.25051,-117.66333,306.51,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.38,1.57,N,0
34.24846,-117.65497,311.53,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,285.79,1.02,N,0
34.24712,-117.64951,319.26,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.44,1.02,N,0
34.27457,-117.78325,299.57,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,288.5,2.37,N,0
34.27377,-117.78,311.15,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,290.25,2.37,N,0
34.27292,-117.77656,318.72,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,289.89,1.85,N,0
34.27192,-117.77246,298.84,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,287.22,1.85,N,0
34.27068,-117.7674,303.92,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,289.04,0.71,N,0
34.25243,-117.69324,304.66,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,291.37,1.07,N,0
34.25159,-117.68981,309.35,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,291.16,1.04,N,0
34.25084,-117.68678,307.58,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,291.22,1.04,N,0
34.25019,-117.68414,304.15,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.79,1.54,N,0
34.24955,-117.68158,318.32,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.72,1.54,N,0
34.24887,-117.67882,318.4,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,292.04,2.6,N,0
34.24611,-117.66759,302.92,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.95,1.39,N,0
34.24275,-117.65395,316.17,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.8,1.28,N,0
34.26954,-117.78485,344.95,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,291.29,2.37,N,0
34.26876,-117.78168,341.04,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,292.46,2.37,N,0
34.24709,-117.69366,303.7,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,291.39,1.07,N,0
34.24642,-117.69095,304.05,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,291.29,1.04,N,0
34.26404,-117.78451,367,0.34,0.56,11-09-2024,1020,N20,VIIRS,h,2,294.1,6.69,N,0
34.26328,-117.78143,319.74,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,293.25,6.69,N,0
34.24334,-117.70054,307.32,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,292.57,1.55,N,0
34.24254,-117.6973,306.93,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,292.26,1.05,N,0
34.24179,-117.69425,311.02,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,291.35,1.05,N,0
34.23502,-117.66689,301.83,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.78,3.08,N,0
34.22966,-117.66727,367,0.35,0.57,11-09-2024,1020,N20,VIIRS,h,2,294.2,3.08,N,0
34.23069,-117.67144,314.43,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.91,3.08,N,0
34.22872,-117.68552,301.7,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.13,0.64,N,0
34.22796,-117.68248,305.02,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.79,0.64,N,0
34.22345,-117.68633,303.67,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.98,0.64,N,0
34.22259,-117.68286,302.18,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.25,1.5,N,0
34.22094,-117.69823,303.55,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.76,0.89,N,0
34.22018,-117.69513,305.13,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.64,0.89,N,0
34.21704,-117.70448,303.4,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.78,1.26,N,0
34.21554,-117.69843,308.08,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.22,0.89,N,0
34.21478,-117.69537,310.78,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.82,0.94,N,0
34.21396,-117.69209,302.88,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.01,0.94,N,0
34.21067,-117.70081,367,0.35,0.57,11-09-2024,1020,N20,VIIRS,h,2,295.65,11.05,N,0
34.20987,-117.69762,355.26,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,294.01,8.02,N,0
34.20891,-117.69373,343.77,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,293.74,8.02,N,0
34.4312,-118.64494,301.36,0.61,0.53,11-09-2024,1020,N20,VIIRS,n,2,285.97,1.03,N,2
34.33377,-118.52095,302.21,0.62,0.54,11-09-2024,1020,N20,VIIRS,n,2,287.07,1.45,N,2
34.33682,-118.5212,306.04,0.62,0.54,11-09-2024,1020,N20,VIIRS,n,2,288.12,1.39,N,2
34.24585,-118.38225,298.15,0.32,0.54,11-09-2024,1020,N20,VIIRS,n,2,286.01,0.38,N,2
34.15246,-118.19627,298.86,0.33,0.55,11-09-2024,1020,N20,VIIRS,n,2,286.44,0.61,N,2
34.1516,-118.1928,307.67,0.33,0.55,11-09-2024,1020,N20,VIIRS,n,2,286.89,0.72,N,2
34.1522,-118.1927,313.15,0.33,0.55,11-09-2024,1020,N20,VIIRS,n,2,287.42,0.81,N,2
34.29323,-118.80402,297.01,0.6,0.53,11-09-2024,1020,N20,VIIRS,n,2,282.86,0.72,N,2
34.03501,-118.10664,299.73,0.33,0.56,11-09-2024,1020,N20,VIIRS,n,2,287.98,0.23,N,2
34.38033,-117.74969,316.86,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,283.8,4.65,N,0
34.37389,-117.72421,311.61,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,287.36,5.16,N,0
34.37302,-117.72077,302.67,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,284.75,0.94,N,0
34.37215,-117.71732,304.96,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,285.32,0.94,N,0
34.37128,-117.71387,298.01,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,284.7,0.69,N,0
34.36783,-117.70021,301.82,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,283.99,1.15,N,0
34.36704,-117.69708,314.59,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,286.39,1.15,N,0
34.36623,-117.69387,311.5,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,286.34,1.42,N,0
34.36544,-117.69074,314.08,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,286.48,1.42,N,0
34.36462,-117.68749,316.78,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,288.24,1.16,N,0
34.36372,-117.68393,313.07,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.91,1.16,N,0
34.36275,-117.68013,312.78,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,285.83,1.38,N,0
34.36177,-117.67622,316.51,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.73,1.38,N,0
34.36076,-117.67226,315.55,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.32,2.06,N,0
34.37798,-117.7083,367,0.35,0.56,11-09-2024,1020,N20,VIIRS,h,2,295.47,10.59,N,0
34.37708,-117.70462,336.68,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,289.39,6.08,N,0
34.37459,-117.69447,326.67,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,286.45,2.33,N,0
34.37372,-117.69095,346.67,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,291.33,2.65,N,0
34.38496,-117.73674,310.91,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,286.5,5.11,N,0
34.38404,-117.73304,309.24,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,285.72,3.7,N,0
34.37623,-117.70118,312.84,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,287.98,6.08,N,0
34.37541,-117.69785,310.36,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,286.23,2.33,N,0
34.3728,-117.68718,313.92,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.13,2.65,N,0
34.36974,-117.67472,306.42,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.03,1.9,N,0
34.36382,-117.6506,310.27,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.94,3.11,N,0
34.38179,-117.74593,349.56,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,289.31,8.22,N,0
34.38098,-117.74262,367,0.34,0.56,11-09-2024,1020,N20,VIIRS,h,2,290.87,5.11,N,0
34.38017,-117.73932,326.77,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,290.5,5.11,N,0
34.37929,-117.73574,327.87,0.34,0.56,11-09-2024,1020,N20,VIIRS,n,2,288.56,3.7,N,0
34.37833,-117.73186,340.36,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,288.93,3.7,N,0
34.37743,-117.72817,367,0.35,0.56,11-09-2024,1020,N20,VIIRS,h,2,293.64,6.77,N,0
34.37654,-117.72453,338.44,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,289.12,6.77,N,0
34.36892,-117.69352,322.55,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,287.65,2.65,N,0
34.35914,-117.65374,328.75,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,292.08,3.11,N,0
34.35817,-117.64982,328.73,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,292.36,3.11,N,0
34.35721,-117.64588,341.08,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,294.5,6.48,N,0
34.37566,-117.72096,316.52,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,286.49,3.7,N,0
34.36977,-117.69698,312.81,0.35,0.56,11-09-2024,1020,N20,VIIRS,n,2,284.66,2.33,N,0
34.36805,-117.68998,311.42,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,286.28,2.65,N,0
34.36715,-117.68635,315.73,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,288.32,2.54,N,0
34.36621,-117.6825,312.87,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.93,2.54,N,0
34.36523,-117.67854,311.92,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,286.11,1.9,N,0
34.36426,-117.67455,319.19,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.03,1.9,N,0
34.36325,-117.67044,312.57,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,287.79,2.47,N,0
34.36218,-117.66611,311.23,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,289.64,2.47,N,0
34.36013,-117.65778,310.33,0.35,0.57,11-09-2024,1020,N20,VIIRS,n,2,290.45,2.48,N,0
34.38148,-117.70584,367,0.47,0.64,11-09-2024,1959,N20,VIIRS,h,2,305.32,18.36,D,0
34.37925,-117.71417,367,0.47,0.64,11-09-2024,1959,N20,VIIRS,h,2,298.81,17.63,D,0
34.39331,-117.66176,331.16,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,299.03,3.22,D,0
34.38892,-117.67811,336.92,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,298.56,13.31,D,0
34.38793,-117.68182,341.52,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,298.62,12.95,D,0
34.38418,-117.69577,342.98,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,295.43,8.56,D,0
34.38037,-117.70999,352.89,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,303.31,17.63,D,0
34.37804,-117.71865,334.89,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,299.72,9.52,D,0
34.37663,-117.72392,348.17,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,298.08,9.52,D,0
34.375,-117.72999,343.32,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,297.97,9.64,D,0
34.39614,-117.67416,367,0.46,0.64,11-09-2024,1959,N20,VIIRS,h,2,303.28,10.03,D,0
34.38433,-117.71828,367,0.47,0.64,11-09-2024,1959,N20,VIIRS,h,2,296.81,14.28,D,0
34.39505,-117.67827,346.88,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,300.31,10.62,D,0
34.39095,-117.69354,340.83,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,295.89,9.64,D,0
34.38946,-117.69912,344.76,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,299.67,9.64,D,0
34.38325,-117.72231,340.15,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,297.05,13.65,D,0
34.3821,-117.72658,333.65,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,293.7,13.65,D,0
34.38096,-117.73082,354.15,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,305.77,16.28,D,0
34.37687,-117.74606,350.98,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,296.81,7.89,D,0
34.40248,-117.67353,330.67,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,303.28,10.03,D,0
34.40141,-117.67754,340.18,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,304.89,10.03,D,0
34.4004,-117.68134,347.32,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,301.91,10.62,D,0
34.38622,-117.73428,333.34,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,294.21,16.28,D,0
34.38245,-117.74836,340.55,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,293.33,7.89,D,0
34.38102,-117.75369,331.76,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,294.83,7.33,D,0
34.41096,-117.6649,353.11,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,307.47,43.72,D,0
34.4067,-117.68082,345.57,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,302.02,8.15,D,0
34.40578,-117.68426,331.05,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,300.81,3.44,D,0
34.41861,-117.65929,367,0.46,0.64,11-09-2024,1959,N20,VIIRS,h,2,311.56,50.37,D,0
34.41628,-117.66804,367,0.46,0.64,11-09-2024,1959,N20,VIIRS,h,2,312.14,43.72,D,0
34.41508,-117.67251,343.71,0.46,0.64,11-09-2024,1959,N20,VIIRS,n,2,305,54.85,D,0
34.41745,-117.66361,367,0.46,0.64,11-09-2024,1959,N20,VIIRS,l,2,325.28,43.72,D,0
34.76468,-118.54012,351.64,0.5,0.66,11-09-2024,1959,N20,VIIRS,n,2,315.02,6.16,D,0
34.76085,-118.54087,340.09,0.5,0.66,11-09-2024,1959,N20,VIIRS,l,2,311.72,4.78,D,0
34.20547,-117.69155,337.62,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,301.84,5.02,D,0
34.20448,-117.69525,337.89,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,303.38,5.02,D,0
34.21772,-117.66879,367,0.47,0.64,11-09-2024,1959,N20,VIIRS,h,2,303.43,10.56,D,0
34.21648,-117.67346,367,0.47,0.64,11-09-2024,1959,N20,VIIRS,h,2,303.61,10.56,D,0
34.22486,-117.66512,367,0.47,0.64,11-09-2024,1959,N20,VIIRS,h,2,305.16,14.78,D,0
34.22252,-117.67396,341.6,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,304.38,14.46,D,0
34.24251,-117.64502,367,0.47,0.64,11-09-2024,1959,N20,VIIRS,h,2,306.31,10.97,D,0
34.2499,-117.64038,349.08,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,296.5,10.97,D,0
34.24835,-117.64628,340.13,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,300.89,10.97,D,0
34.20539,-117.69271,346,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,304.01,8.59,D,0
34.21764,-117.67047,367,0.47,0.64,11-09-2024,1959,N20,VIIRS,h,2,303.64,10.27,D,0
34.21907,-117.6652,346.49,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,299.98,10.27,D,0
34.21644,-117.67488,355.3,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,302.77,11.02,D,0
34.22484,-117.66674,350.85,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,305.75,12.64,D,0
34.24442,-117.64019,346.23,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,298.7,11.34,D,0
34.24249,-117.6473,356.01,0.47,0.64,11-09-2024,1959,N20,VIIRS,n,2,308.11,29.26,D,0
34.24995,-117.64255,367,0.47,0.64,11-09-2024,1959,N20,VIIRS,h,2,297.64,11.34,D,0
